Unique ID,feature_name,Honorees,City,County,State,Side,Coordinates,Symbol Type,Sponsors,Year Dedicated,Year Removed,Tracking Status,Removed After Charlottesville,Symbol Location,Symbol Type Other
593,Captain Delaney S. Washburn Memorial,Delaney S. Washburn,Huntsville,Randolph,MO,Border,"39.440617,-92.545100",Monument,Huntsville Historical Society,1976,,Live,0,Courthouse grounds,
3052,Wade Hampton Avenue,Wade Hampton,Walterboro,Colleton,SC,South,"32.936041,-80.665394",Roadway,Unknown,,,Live,0,,
2172,Corinth Confederate Monument,No specific honoree,Corinth,Alcorn,MS,South,"34.934900,-88.519400",Monument,Unknown,,,Live,0,Courthouse grounds,
3050,Hampton Street,Wade Hampton,Walterboro,Colleton,SC,South,"32.901985,-80.665615",Roadway,Unknown,,,Live,0,,
583,Frenchman's Spring,No specific honoree,Dexter,Stoddard,MO,Border,"36.759959,-89.969902",Monument,Sons of Confederate Veterans,1996,,Live,0,,
3051,Jefferson Davis Boulevard,Jefferson Davis,Walterboro,Colleton,SC,South,"32.937076,-80.665791",Roadway,Unknown,,,Live,0,,
630,S Van Dorn,Earl Van Dorn,Moss Point,Jackson,MS,South,"30.346587,-88.482411",Roadway,Unknown,,,Live,0,,
725,South Forrest Attendance Center,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,"31.057054,-89.184587",School,Unknown,,,Live,0,,
682,Confederate Monument,No specific honoree,Jackson,Hinds,MS,South,"32.298472,-90.180019",Monument,United Daughters of the Confederacy; state of Mississippi,1891,,Live,0,,
685,Confederate Monument,No specific honoree,Natchez,Adams,MS,South,"31.558294,-91.401060",Monument,"Confederate Memorial Association of Natchez County, Mississippi; Confederate Memorial Association of Adams County, Mississippi",1890,,Live,0,,
673,Our Heroes Monument,No specific honoree,Brooksville,Noxubee,MS,South,"33.234579,-88.577889",Monument,Unknown,1911,,Live,0,,
646,Pickett Road,George Pickett,Moss Point,Jackson,MS,South,"30.348198,-88.486202",Roadway,Unknown,,,Live,0,,
692,Brandon Confederate Monument,No specific honoree,Brandon,Rankin,MS,South,"32.273374,-89.986340",Monument,United Daughters of the Confederacy,1907,,Live,0,Courthouse grounds,
2224,Tishomingo County Confederate Monument,No specific honoree,Iuka,Tishomingo,MS,South,"34.809083,-88.190000",Monument,United Daughters of the Confederacy,1902,,Live,0,Courthouse grounds,
629,Robert E. Lee Road,Robert E. Lee,Moss Point,Jackson,MS,South,"30.343652,-88.487347",Roadway,Unknown,,,Live,0,,
724,Forrest County Agricultural High School,Nathan Bedford Forrest,Brooklyn,Forrest,MS,South,"31.069908,-89.187042",School,Unknown,1911,,Live,0,,
669,Confederate Memorial Day*,No specific honoree,Jackson,Hinds,MS,South,"32.303980,-90.182060",Other,Unknown,,,Live,0,,Holiday
694,Confederate Monument,No specific honoree,Cleveland,Bolivar,MS,South,"33.744383,-90.724067",Monument,United Daughters of the Confederacy,1908,,Live,0,Courthouse grounds,
708,Confederate Soldier Monument I,No specific honoree,Oxford,Lafayette,MS,South,"34.366117,-89.518750",Monument,United Confederate Veterans,1907,,Live,0,Courthouse grounds,
2109,Jefferson Davis Highway Marker,Jefferson Davis,Jackson,Hinds,MS,South,"32.300067,-90.180067",Monument,United Daughters of the Confederacy,1926,,Live,0,Government Office Grounds,
627,Robert E. Lee Drive,Robert E. Lee,New Albany,Union,MS,South,"34.500076,-89.038389",Roadway,Unknown,,,Live,0,,
605,Confederate Flag,No specific honoree,Carrollton,Carroll,MS,South,"33.508198,-89.920411",Other,Unknown,,,Live,0,Courthouse grounds,Flag
686,Our Confederate Dead Confederate Memorial,No specific honoree,Okolona,Chickasaw,MS,South,"34.004194,-88.746679",Monument,United Daughters of the Confederacy,1905,,Live,0,,
3176,Jefferson Davis Birthday*,Jefferson Davis,Jackson,Hinds,MS,South,"32.303736,-90.182091",Other,Unknown,,,Live,0,,Holiday
696,Colonel Rogers Statue,William P. Rogers,Corinth,Alcorn,MS,South,"34.934916,-88.519355",Monument,United Confederate Veterans,1896,,Live,0,Courthouse grounds,
670,Lee's Birthday*,Robert E. Lee,Jackson,Hinds,MS,South,"32.303543,-90.182135",Other,Unknown,,,Live,0,,Holiday
606,Confederate Street,No specific honoree,Corinth,Alcorn,MS,South,"34.941562,-88.530396",Roadway,Unknown,,,Live,0,,
655,Jefferson Davis Drive,Jefferson Davis,Oxford,Lafayette,MS,South,"34.351177,-89.519854",Roadway,Unknown,,,Live,0,,
678,Confederate Monument,No specific honoree,Grenada,Grenada,MS,South,"33.784817,-89.802333",Monument,Grenada County,1910,,Live,0,,
2133,Francis Marion Cockrell Monument,Francis Marion Cockrell,Warrensburg,Johnson,MO,Border,"38.765825,-93.750433",Monument,Sons of Confederate Veterans,1989,,Live,0,,
700,Confederate Monument,No specific honoree,Gulfport,Harrison,MS,South,"30.373050,-89.090467",Monument,"United Daughters of the Confederacy; Board of Supervisors of Harrison County, Mississippi",1911,,Live,0,Courthouse grounds,
2105,General Joe Shelby Park,Joseph Shelby,Waverly,Lafayette,MO,Border,"39.208860,-93.517609",Other,Unknown,2009,,Live,0,,Park
2036,Davis Elementary School,Jefferson Davis,Greenwood,Leflore,MS,South,"33.517070,-90.185941",School,Unknown,1907,,Live,0,,
626,Robert E. Lee Drive,Robert E. Lee,Greenwood,Leflore,MS,South,"33.545601,-90.184534",Roadway,Unknown,,,Live,0,,
1985,Lee Avenue,Robert E. Lee,St. Louis,St. Louis City,MO,Border,"38.672383,-90.228047",Roadway,Unknown,,,Live,0,,
601,Forrest County,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.327125,-89.291282",County/Municipality,Unknown,1908,,Live,0,,
600,Benton County,Samuel Benton,Ashland,Benton,MS,South,"34.811985,-89.186431",County/Municipality,Unknown,1870,,Live,0,,
679,Forrest County Confederate Memorial,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.327563,-89.291463",Monument,United Daughters of the Confederacy,1910,,Live,0,,
662,Jeff Davis Drive,Jefferson Davis,Bay St. Louis,Hancock,MS,South,"30.289330,-89.427625",Roadway,Unknown,,,Live,0,,
589,General Joseph O. Shelby statue,Joseph Shelby,Waverly,Lafayette,MO,Border,"39.208861,-93.517725",Monument,Unknown,2009,,Live,0,,
648,Bedford Forrest Road,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.169563,-89.293221",Roadway,Unknown,,,Live,0,,
672,Armory's Tribute to the Heroes of 1861-1865,No specific honoree,Armory,Monroe,MS,South,"33.985021,-88.489160",Monument,City of Armory,1924,,Live,0,,
647,Robert E. Lee Road,Robert E. Lee,Hattiesburg,Forrest,MS,South,"31.169621,-89.295132",Roadway,Unknown,,,Live,0,,
702,Confederate Monument,No specific honoree,Hazlehurst,Copiah,MS,South,"31.859932,-90.396764",Monument,United Daughters of the Confederacy,1917,,Live,0,Courthouse grounds,
654,Jefferson Davis Avenue,Jefferson Davis,Biloxi,Harrison,MS,South,"30.396828,-88.931328",Roadway,Unknown,,,Live,0,,
726,North Forrest Attendance Center,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.413103,-89.328098",School,Unknown,,,Live,0,,
665,Jeff Davis Parkway,Jefferson Davis,Beaumont,Perry,MS,South,"31.164693,-88.924165",Roadway,Unknown,,,Live,0,,
3016,North Forrest High School,Nathan Bedford Forrest,Hattiesburg,Forrest,MS,South,"31.412846,-89.330182",School,Unknown,,,Live,0,,
666,Robert E Lee Street,Robert E. Lee,Beaumont,Perry,MS,South,"31.167213,-88.923767",Roadway,Unknown,,,Live,0,,
645,Magruder Road,John B. Magruder,Moss Point,Jackson,MS,South,"30.352766,-88.486587",Roadway,Unknown,,,Live,0,,
619,Beauregard Street,Pierre Gustave Toutant-Beauregard,Bogue Chitto,Lincoln,MS,South,"31.438117,-90.450744",Roadway,Unknown,,,Live,0,,
656,Jefferson Davis Drive,Jefferson Davis,Indianola,Sunflower,MS,South,"33.465340,-90.649846",Roadway,Unknown,,,Live,0,,
635,Pemberton Road,John C. Pemberton,Moss Point,Jackson,MS,South,"30.349628,-88.486139",Roadway,Unknown,,,Live,0,,
618,Lee Drive,Robert E. Lee,Bogue Chitto,Lincoln,MS,South,"31.426310,-90.455490",Roadway,Unknown,,,Live,0,,
657,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Indianola,Sunflower,MS,South,"33.464473,-90.649642",Roadway,Unknown,,,Live,0,,
3017,Jefferson Davis Highway Beauvoir Marker,Jefferson Davis,Biloxi,Harrison,MS,South,"30.391805,-88.970014",Monument,Unknown,,,Live,0,,
680,Confederate Statue,No specific honoree,Heidelberg,Jasper,MS,South,"31.896997,-88.995063",Monument,United Daughters of the Confederacy,1911,,Live,0,,
644,Kirby Smith Road,Edmund Kirby Smith,Moss Point,Jackson,MS,South,"30.353388,-88.486377",Roadway,Unknown,,,Live,0,,
2248,Jefferson Davis Highway Marker,Jefferson Davis,Biloxi,Harrison,MS,South,"30.391785,-88.970479",Monument,United Daughters of the Confederacy,1913,,Live,0,,
653,Jeff Davis Road,Jefferson Davis,Hollandale,Washington,MS,South,"33.225291,-91.009821",Roadway,Unknown,,,Live,0,,
2008,R.L. Honeycutt Drive,R.L. Honeycutt,Wilmington,New Hanover,NC,South,"34.183823,-77.909154",Roadway,Unknown,,,Live,0,,
774,Robert E. Lee Drive,Robert E. Lee,Wilmington,New Hanover,NC,South,"34.189602,-77.900374",Roadway,Unknown,,,Live,0,,
765,Pettigrew Drive,James Johnston Pettigrew,Wilmington,New Hanover,NC,South,"34.189167,-77.910861",Roadway,Unknown,,,Live,0,,
2022,Pickett Drive,George Pickett,Wilmington,New Hanover,NC,South,"34.194469,-77.898478",Roadway,Unknown,,,Live,0,,
2007,Robert Hoke Road,Robert Hoke,Wilmington,New Hanover,NC,South,"34.180794,-77.910263",Roadway,Unknown,,,Live,0,,
2006,Robert S Garnett Drive,Robert Seldon Garnett,Wilmington,New Hanover,NC,South,"34.179050,-77.895525",Roadway,Unknown,,,Live,0,,
748,Pickett Lane,George Pickett,Mebane,"Alamance, Orange",NC,South,"36.086489,-79.280498",Roadway,Unknown,,,Live,0,,
741,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Spencer,Rowan,NC,South,"35.687616,-80.451020",Roadway,Unknown,,,Live,0,,
746,Stonewall Drive,"Thomas Jonathan ""Stonewall"" Jackson",Mebane,"Alamance, Orange",NC,South,"36.085683,-79.276914",Roadway,Unknown,,,Live,0,,
736,General Lee Street,Robert E. Lee,Spring Lake,Cumberland,NC,South,"35.245627,-78.877934",Roadway,Unknown,,,Live,0,,
740,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Spencer,Rowan,NC,South,"35.686981,-80.450388",Roadway,Unknown,,,Live,0,,
745,Beauregard Lane,Pierre Gustave Toutant-Beauregard,Mebane,"Alamance, Orange",NC,South,"36.087200,-79.275648",Roadway,Unknown,,,Live,0,,
747,Hill Lane,A.P. Hill,Mebane,"Alamance, Orange",NC,South,"36.086472,-79.279307",Roadway,Unknown,,,Live,0,,
744,Pickett Avenue,George Pickett,Spencer,Rowan,NC,South,"35.690850,-80.448573",Roadway,Unknown,,,Live,0,,
751,Confederate Street,No specific honoree,Monroe,Union,NC,South,"34.986895,-80.518802",Roadway,Unknown,,,Live,0,,
2189,Jackson County Confederate Monument,"Thomas Jonathan ""Stonewall"" Jackson",Sylva,Jackson,NC,South,"35.373781,-83.227657",Monument,Unknown,1915,,Live,0,Courthouse grounds,
807,Confederate Soldiers Monument,No specific honoree,Morganton,Burke,NC,South,"35.745629,-81.687789",Monument,Sons of Confederate Veterans,1918,,Live,0,,
749,Stuart Lane,"James Ewell Brown ""Jeb"" Stuart",Mebane,"Alamance, Orange",NC,South,"36.086030,-79.277536",Roadway,Unknown,,,Live,0,,
2187,Iredell County Confederate Monument,No specific honoree,Statesville,Iredell,NC,South,"35.783641,-80.888158",Monument,United Daughters of the Confederacy,1905,,Live,0,Courthouse grounds,
816,Confederate Soldiers Monument,No specific honoree,Middletown,Hyde,NC,South,"35.478170,-76.012510",Monument,Sons of Confederate Veterans,2001,,Live,0,,
750,Jackson Street,"Thomas Jonathan ""Stonewall"" Jackson",Stonewall,Pamlico,NC,South,"35.136421,-76.745869",Roadway,Unknown,,,Live,0,,
819,Thomasville and Davidson County Civil War Memorial,No specific honoree,Thomasville,Davidson,NC,South,"35.883224,-80.080398",Monument,Sons of Confederate Veterans,2010,,Live,0,,
734,Hoke County,Robert Hoke,Raeford,Hoke,NC,South,"35.017641,-79.223640",County/Municipality,Unknown,1911,,Live,0,,
857,Confederate Soldiers Monument,No specific honoree,Trenton,Jones,NC,South,"35.063446,-77.353533",Monument,United Daughters of the Confederacy,1960,,Live,0,Courthouse grounds,
808,Confederate Soldiers Monument,No specific honoree,Newton,Catawba,NC,South,"35.663398,-81.222139",Monument,United Daughters of the Confederacy,1907,,Live,0,,
818,Henry Lawson Wyatt Memorial Fountain,Henry Lawson Wyatt,Tarboro,Edgecombe,NC,South,"35.900292,-77.536279",Monument,United Daughters of the Confederacy,1910,,Live,0,,
856,Civil War Soldiers Monument,No specific honoree,Taylorsville,Alexander,NC,South,"35.922652,-81.175547",Monument,"Virgil ""Gus"" Beckham; Alexander County",1959,,Live,0,Courthouse grounds,
763,Robert E. Lee Drive,Robert E. Lee,Watha,Pender,NC,South,"34.609179,-78.115379",Roadway,Unknown,,,Live,0,,
777,Confederate Memorial Day,No specific honoree,Raleigh,Wake,NC,South,"35.780558,-78.639145",Other,Unknown,,,Live,0,,Holiday
2144,Anson County Women of the Confederacy Monument,No specific honoree,Wadesboro,Anson,NC,South,"34.967083,-80.076333",Monument,William Alexander Smith,1934,,Live,0,Courthouse grounds,
756,Stuart Street,"James Ewell Brown ""Jeb"" Stuart",Salisbury,Rowan,NC,South,"35.688585,-80.455177",Roadway,Unknown,,,Live,0,,
515,Governor Nicholls Street,Francis T. Nicholls,New Orleans,Orleans,LA,South,"29.965308,-90.065796",Roadway,Unknown,,,Live,0,,
752,Confederate Street,No specific honoree,Lexington,Davidson,NC,South,"35.849516,-80.258317",Roadway,Unknown,,,Live,0,,
735,Lee County,Robert E. Lee,Sanford,Lee,NC,South,"35.490451,-79.172289",County/Municipality,Unknown,1907,,Live,0,,
534,Home Where Jefferson Davis Died,Jefferson Davis,New Orleans,Orleans,LA,South,"29.928689,-90.079775",Monument,Unknown,1930,,Live,0,,
846,Confederate Soldiers Monument,No specific honoree,Laurinburg,Scotland,NC,South,"34.775890,-79.460500",Monument,United Daughters of the Confederacy,1912,,Live,0,Courthouse grounds,
2119,Charles Didier Dreux Monument,Charles Didier Dreux,New Orleans,Orleans,LA,South,"29.970617,-90.093583",Monument,Unknown,1922,,Live,0,,
847,Confederate Soldiers Monument,No specific honoree,Lenoir,Caldwell,NC,South,"35.914790,-81.539720",Monument,United Daughters of the Confederacy,1910,,Live,0,Courthouse grounds,
755,Stonewall Road,"Thomas Jonathan ""Stonewall"" Jackson",Salisbury,Rowan,NC,South,"35.684474,-80.457301",Roadway,Unknown,,,Live,0,,
532,Father Abram Ryan Monument,Abram Ryan,New Orleans,Orleans,LA,South,"29.967326,-90.096495",Monument,United Daughters of the Confederacy,1949,,Live,0,,
848,Confederate Soldiers Memorial Drinking Fountain,No specific honoree,Lincolnton,Lincoln,NC,South,"35.471430,-81.257260",Monument,Children of the Confederacy,1911,,Live,0,Courthouse grounds,
3033,Hampton Street,Wade Hampton,Lexington,Davidson,NC,South,"35.849455,-80.256353",Roadway,Unknown,,,Live,0,,
775,Old Jefferson Davis Highway,Jefferson Davis,Sanford,Lee,NC,South,"35.430325,-79.221631",Roadway,Unknown,,,Live,0,,
3034,Lee Street,Robert E. Lee,Lexington,Davidson,NC,South,"35.848395,-80.255624",Roadway,Unknown,,,Live,0,,
855,Confederate Soldiers Monument,No specific honoree,Shelby,Cleveland,NC,South,"35.291411,-81.540126",Monument,United Daughters of the Confederacy,1906,,Live,0,Courthouse grounds,
849,First Confederate Flag Marker and Monument,No specific honoree,Louisburg,Franklin,NC,South,"36.098770,-78.300990",Monument,United Daughters of the Confederacy,1923,,Live,0,Courthouse grounds,
815,Confederate Soldiers Monument,No specific honoree,Snow Hill,Greene,NC,South,"35.455721,-77.670352",Monument,United Daughters of the Confederacy,1929,,Live,0,,
850,Confederate Soldiers Monument,No specific honoree,Lumberton,Robeson,NC,South,"34.620060,-79.008230",Monument,Unknown,1907,,Live,0,Courthouse grounds,
762,Robert E. Lee Drive,Robert E. Lee,Sanford,Lee,NC,South,"35.431082,-79.129590",Roadway,Unknown,,,Live,0,,
814,The Last Grand Review,No specific honoree,Selma,Johnston,NC,South,"35.558956,-78.296834",Monument,Sons of Confederate Veterans,1990,,Live,0,,
823,Confederate Soldiers Monument,No specific honoree,Wilmington,New Hanover,NC,South,"34.24388,-77.93075",Monument,Ladies Memorial Association,1872,,Live,0,Cemetery,
766,Early Drive,Jubal Anderson Early,Wilmington,New Hanover,NC,South,"34.187147,-77.907602",Roadway,Unknown,,,Live,0,,
2017,Chalmers Drive,James Ronald Chalmers,Wilmington,New Hanover,NC,South,"34.183680,-77.889073",Roadway,Unknown,,,Live,0,,
2019,Greenhowe Drive,Rose O'Neal Greenhow,Wilmington,New Hanover,NC,South,"34.189101,-77.883336",Roadway,Unknown,,,Live,0,,
2018,Ewell Drive,Richard Stoddert Ewell,Wilmington,New Hanover,NC,South,"34.185476,-77.887777",Roadway,Unknown,,,Live,0,,
2002,George Anderson Drive,George Anderson,Wilmington,New Hanover,NC,South,"34.182739,-77.907853",Roadway,Unknown,,,Live,0,,
2013,Joe Wheeler Drive,Joseph Wheeler,Wilmington,New Hanover,NC,South,"34.179937,-77.885824",Roadway,Unknown,,,Live,0,,
2003,John D. Barry Drive,John D. Barry,Wilmington,New Hanover,NC,South,"34.178326,-77.898739",Roadway,Unknown,,,Live,0,,
2020,Hood Drive,John Bell Hood,Wilmington,New Hanover,NC,South,"34.189020,-77.886227",Roadway,Unknown,,,Live,0,,
768,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Wilmington,New Hanover,NC,South,"34.190075,-77.905846",Roadway,Unknown,,,Live,0,,
2011,Kirby Smith Drive,Edmund Kirby Smith,Wilmington,New Hanover,NC,South,"34.184200,-77.885435",Roadway,Unknown,,,Live,0,,
771,Pemberton Drive,John C. Pemberton,Wilmington,New Hanover,NC,South,"34.190172,-77.902173",Roadway,Unknown,,,Live,0,,
2009,John S. Mosby Drive,John Singleton Mosby,Wilmington,New Hanover,NC,South,"34.179746,-77.900027",Roadway,Unknown,,,Live,0,,
770,Johnston Drive,Joseph Eggleston Johnston,Wilmington,New Hanover,NC,South,"34.189560,-77.903640",Roadway,Unknown,,,Live,0,,
820,Confederate Soldiers Monument,No specific honoree,Weldon,Halifax,NC,South,"36.420518,-77.598459",Monument,United Daughters of the Confederacy,1908,,Live,0,,
2046,Zebulon Baird Vance Monument,Zebulon Baird Vance,Raleigh,Wake,NC,South,"35.779820,-78.638850",Monument,Vance Monumental Association,1900,,Live,0,Government Office Grounds,
861,Confederate Monument,No specific honoree,Wilkesboro,Wilkes,NC,South,"36.149368,-81.152189",Monument,Sons of Confederate Veterans,1998,,Live,0,Courthouse grounds,
776,Robert E Lee Day,Robert E. Lee,Raleigh,Wake,NC,South,"35.780253,-78.639101",Other,Unknown,,,Live,0,,Holiday
860,Confederate Soldiers Memorial,No specific honoree,Waynesville,Haywood,NC,South,"36.398428,-78.155434",Monument,United Daughters of the Confederacy; county board of commissioners,1940,,Live,0,Courthouse grounds,
865,Samuel A'Court Ashe Monument,Samuel A'Court Ashe,Raleigh,Wake,NC,South,"35.780801,-78.639768",Monument,North Carolina General Assembly; Ashe Memorial Committee,1940,,Live,0,Government Office Grounds,
869,North Carolina Confederate Veterans Forest,No specific honoree,Waynesville,Haywood,NC,South,"35.302743,-82.904970",Other,United Daughters of the Confederacy; U.S. Forest Service,1956,,Live,0,,Other
2014,Archer Drive,James J. Archer,Wilmington,New Hanover,NC,South,"34.176458,-77.885735",Roadway,Unknown,,,Live,0,,
2015,Beauregard Drive,Pierre Gustave Toutant-Beauregard,Wilmington,New Hanover,NC,South,"34.195106,-77.897062",Roadway,Unknown,,,Live,0,,
773,Breckenridge Drive,John C. Breckinridge,Wilmington,New Hanover,NC,South,"34.187723,-77.905704",Roadway,Unknown,,,Live,0,,
769,Buckner Drive,Simon Bolivar Buckner,Wilmington,New Hanover,NC,South,"34.188548,-77.904762",Roadway,Unknown,,,Live,0,,
2004,Bedford Forest Drive,Nathan Bedford Forrest,Wilmington,New Hanover,NC,South,"34.186127,-77.895404",Roadway,Unknown,,,Live,0,,
2016,Bragg Drive,Braxton Bragg,Wilmington,New Hanover,NC,South,"34.184416,-77.886906",Roadway,Unknown,,,Live,0,,
822,Rose O'Neal Greenhow Monument,Rose O'Neal Greenhow,Wilmington,New Hanover,NC,South,"34.234589,-77.945805",Other,Unknown,,,Live,0,,Marker
767,Stonewall Jackson Drive,"Thomas Jonathan ""Stonewall"" Jackson",Wilmington,New Hanover,NC,South,"34.188582,-77.909660",Roadway,Unknown,,,Live,0,,
2012,Van Dorn Court,Earl Van Dorn,Wilmington,New Hanover,NC,South,"34.180582,-77.895897",Roadway,Unknown,,,Live,0,,
2005,Samuel Cooper Drive,Samuel Cooper,Wilmington,New Hanover,NC,South,"34.177869,-77.889196",Roadway,Unknown,,,Live,0,,
2023,Semmes Drive,Raphael Semmes,Wilmington,New Hanover,NC,South,"34.183674,-77.904845",Roadway,Unknown,,,Live,0,,
753,Confederate Street,No specific honoree,Windsor,Bertie,NC,South,"36.000915,-76.956888",Roadway,Unknown,,,Live,0,,
862,Memorial Drinking Fountain,No specific honoree,Wilson,Wilson,NC,South,"35.725177,-77.910258",Monument,United Daughters of the Confederacy; DAR,1926,,Live,0,Courthouse grounds,
825,Confederate Soldiers Monument,No specific honoree,Windsor,Bertie,NC,South,"35.997136,-76.945544",Monument,Bertie County Confederate Veteran Association,1896,,Live,0,,
864,Confederate Soldiers Monument,No specific honoree,Winton,Hertford,NC,South,"36.396498,-76.933509",Monument,United Daughters of the Confederacy,1913,,Live,0,Courthouse grounds,
357,Tift County Confederate Memorial,No specific honoree,Tifton,Tift,GA,South,"31.462408,-83.503724",Monument,United Daughters of the Confederacy,1910,,Live,0,,
250,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Newnan,Coweta,GA,South,"33.412285,-84.710789",Roadway,Unknown,,,Live,0,,
247,Stephens County,Alexander Stephens,Toccoa,Stephens,GA,South,"34.551344,-83.281402",County/Municipality,Unknown,1905,,Live,0,,
390,Irwin County Confederate Monument,No specific honoree,Ocilla,Irwin,GA,South,"31.592069,-83.250810",Monument,United Daughters of the Confederacy,1911,,Live,0,Courthouse grounds,
358,Confederate Wayside Home Monument,No specific honoree,Union Point,Greene,GA,South,"33.615228,-83.075939",Monument,Works Progress Administration,1936,,Live,0,,
2163,Confederate Monument,No specific honoree,Oglethorpe,Macon,GA,South,"32.293620,-84.060192",Monument,United Daughters of the Confederacy,1923,,Live,0,Courthouse grounds,
1992,Lowndes County Confederate Monument,No specific honoree,Valdosta,Lowndes,GA,South,"30.832189,-83.279378",Monument,United Daughters of the Confederacy,1911,,Live,0,Courthouse grounds,
389,William Thomas Overby Confederate Hero Monument,William Thomas Overby,Newnan,Coweta,GA,South,"33.374835,-84.800293",Monument,United Daughters of the Confederacy,1956,,Live,0,Courthouse grounds,
397,Stephens County Confederate Monument,No specific honoree,Toccoa,Stephens,GA,South,"34.579729,-83.330414",Monument,United Daughters of the Confederacy,1922,,Live,0,Courthouse grounds,
2049,Jefferson Davis Highway Marker,Jefferson Davis,Norwood,Warren,GA,South,"33.462156,-82.706961",Monument,United Daughters of the Confederacy,,,Live,0,,
359,Confederate Reunion Memorial,No specific honoree,Union Point,Greene,GA,South,"33.612769,-83.073182",Monument,Unknown,,,Live,0,,
2082,Robert E. Lee Monument,Robert E. Lee,Richmond Hill,Bryan,GA,South,"31.945393,-81.305997",Monument,Unknown,,,Live,0,,
400,Warren County Confederate Monument,No specific honoree,Warrenton,Warren,GA,South,"33.406716,-82.662828",Monument,The Matron's Club,1904,,Live,0,Courthouse grounds,
266,Robert E. Lee Drive,Robert E. Lee,Ringgold,Catoosa,GA,South,"34.926640,-85.163383",Roadway,Unknown,,,Live,0,,
307,Robert Toombs Avenue,Robert Toombs,Washington,Wilkes,GA,South,"33.732686,-82.725961",Roadway,Unknown,,,Live,0,,
391,Houston County Confederate Monument,No specific honoree,Perry,Houston,GA,South,"32.458065,-83.733716",Monument,United Daughters of the Confederacy,1908,,Live,0,Courthouse grounds,
399,Dooly County Confederate Monument,No specific honoree,Vienna,Dooly,GA,South,"32.091131,-83.796810",Monument,United Daughters of the Confederacy; Dooly County veterans,1908,,Live,0,Courthouse grounds,
392,Confederate Monument,No specific honoree,Quitman,Brooks,GA,South,"30.785355,-83.560002",Monument,Ladies Memorial Association,1878,,Live,0,Courthouse grounds,
252,General Lee Road,Robert E. Lee,Warner Robins,Houston,GA,South,"32.655070,-83.668613",Roadway,Unknown,,,Live,0,,
277,Jeb Stuart Drive,"James Ewell Brown ""Jeb"" Stuart",Waycross,Ware,GA,South,"31.211129,-82.290607",Roadway,Unknown,,,Live,0,,
278,Stonewall Jackson Place,"Thomas Jonathan ""Stonewall"" Jackson",Waycross,Ware,GA,South,"31.211812,-82.289746",Roadway,Unknown,,,Live,0,,
2073,Jefferson Davis Highway Marker,Jefferson Davis,Rutledge,Morgan,GA,South,"33.627583,-83.666624",Monument,Unknown,,,Live,0,,
360,The Dissolution of the Confederate Government,No specific honoree,Washington,Wilkes,GA,South,"33.737963,-82.739216",Monument,United Daughters of the Confederacy,1938,,Live,0,,
280,Beauregard Street,Pierre Gustave Toutant-Beauregard,Savannah,Chatham,GA,South,"32.013083,-81.101223",Roadway,Unknown,,,Live,0,,
3014,Confederate Way,No specific honoree,Waycross,Ware,GA,South,"31.212497,-82.291192",Roadway,Unknown,,,Live,0,,
2048,Jefferson Davis Highway Marker,Jefferson Davis,Greensboro,Greene,GA,South,"33.576249,-83.187719",Monument,United Daughters of the Confederacy,,,Live,0,,
395,Confederate Monument,No specific honoree,Statesboro,Bulloch,GA,South,"32.449104,-81.782989",Monument,United Daughters of the Confederacy,1909,,Live,0,Courthouse grounds,
1937,Joseph Wheeler High School,Joseph Wheeler,Marietta,Cobb,GA,South,"33.959521,-84.478468",School,Unknown,1965,,Live,0,,
258,Jefferson Davis Drive,Jefferson Davis,Stone Mountain,DeKalb,GA,South,"33.819149,-84.135542",Roadway,Unknown,,,Live,0,,
261,Jefferson Davis Road,Jefferson Davis,Greensboro,Greene,GA,South,"33.605826,-83.309019",Roadway,Unknown,,,Live,0,,
3008,Jefferson Davis Highway Marker,Jefferson Davis,Grantville,Coweta,GA,South,"33.234447,-84.835207",Monument,Unknown,,,Live,0,,
268,Jeff Davis Street,Jefferson Davis,Macon,Bibb,GA,South,"32.821123,-83.647148",Roadway,Unknown,,,Live,0,,
375,Greene County Confederate Monument,No specific honoree,Greensboro,Greene,GA,South,"33.576876,-83.182318",Monument,United Daughters of the Confederacy; Ladies Memorial Association,1898,,Live,0,Courthouse grounds,
352,Confederate Memorial,No specific honoree,Springfield,Effingham,GA,South,"32.373566,-81.314386",Monument,United Daughters of the Confederacy,1923,,Live,0,,
345,Morgan County Confederate Monument,No specific honoree,Madison,Morgan,GA,South,"33.588017,-83.475306",Monument,United Daughters of the Confederacy,1908,,Live,0,,
386,Confederate Monument,No specific honoree,Monroe,Walton,GA,South,"33.794634,-83.712844",Monument,surviving Confederate veterans; Ladies Memorial Association,1907,,Live,0,Courthouse grounds,
